"ts_code","symbol","name","area","industry","cnspell","market","list_date","act_name","act_ent_type","delist_date","list_status","fullname","enname","exchange","curr_type","is_hs"
"603272.SH","603272","联翔股份","浙江","家居用品","lxgf","主板","20220520","卜晓华","民营企业","","L","浙江联翔智能家居股份有限公司","Zhejiang Lianxiang Smart Home Co., Ltd","SSE","CNY","N"
"603273.SH","603273","天元智能","江苏","专用机械","tyzn","主板","20231023","吴逸中","民营企业","","L","江苏天元智能装备股份有限公司","Jiangsu Teeyer Intelligent Equipment Co.,Ltd.","SSE","CNY","N"
"603275.SH","603275","众辰科技","上海","电器仪表","zckj","主板","20230823","张建军","民营企业","","L","上海众辰电子科技股份有限公司","Shanghai Zhongchen Electronic Technology Co.,Ltd.","SSE","CNY","N"
"603276.SH","603276","恒兴新材","江苏","化工原料","hxxc","主板","20230925","张千","民营企业","","L","江苏恒兴新材料科技股份有限公司","Jiangsu Hengxing New Material Technology Co.,Ltd.","SSE","CNY","N"
"603277.SH","603277","银都股份","浙江","专用机械","ydgf","主板","20170911","","","","L","银都餐饮设备股份有限公司","Yindu Kitchen Equipment Co.,Ltd","SSE","CNY","H"
"603278.SH","603278","大业股份","山东","钢加工","dygf","主板","20171113","","","","L","山东大业股份有限公司","Shandong Daye Co.,Ltd.","SSE","CNY","N"
"603279.SH","603279","景津装备","山东","环境保护","jjzb","主板","20190729","","","","L","景津装备股份有限公司","Jingjin Equipment Inc.","SSE","CNY","H"
"603280.SH","603280","南方路机","福建","工程机械","nflj","主板","20221108","方庆熙","民营企业","","L","福建南方路面机械股份有限公司","Fujian South Highway Machinery Co., Ltd.","SSE","CNY","N"
"603281.SH","603281","江瀚新材","湖北","化工原料","jhxc","主板","20230131","甘书官","民营企业","","L","湖北江瀚新材料股份有限公司","Hubei Jianghan New Materials Co., Ltd.","SSE","CNY","H"
"603282.SH","603282","亚光股份","浙江","专用机械","yggf","主板","20230315","陈国华","民营企业","","L","浙江亚光科技股份有限公司","Zhejiang Yaguang Technology Co.,Ltd.","SSE","CNY","N"
"603283.SH","603283","赛腾股份","江苏","专用机械","stgf","主板","20171225","","","","L","苏州赛腾精密电子股份有限公司","Suzhou Secote Precision Electronic Co., Ltd.","SSE","CNY","H"
"603285.SH","603285","键邦股份","山东","化工原料","jbgf","主板","20240705","朱剑波","民营企业","","L","山东键邦新材料股份有限公司","Shandong Jianbang New Material Co., Ltd.","SSE","CNY","N"
"603286.SH","603286","日盈电子","江苏","汽车配件","rydz","主板","20170627","","","","L","江苏日盈电子股份有限公司","Jiangsu Riying Electronics Co., Ltd.","SSE","CNY","N"
"603288.SH","603288","海天味业","广东","食品","htwy","主板","20140211","庞康","民营企业","","L","佛山市海天调味食品股份有限公司","Foshan Haitian Flavouring and Food Company Ltd.","SSE","CNY","H"
"603289.SH","603289","泰瑞机器","浙江","专用机械","trjq","主板","20171031","","","","L","泰瑞机器股份有限公司","Tederic Machinery Co., Ltd","SSE","CNY","N"
"603290.SH","603290","斯达半导","浙江","半导体","sdbd","主板","20200204","沈华","外资企业","","L","斯达半导体股份有限公司","StarPower Semiconductor Ltd.","SSE","CNY","H"
"603291.SH","603291","联合水务","江苏","水务","lhsw","主板","20230327","俞伟景","外资企业","","L","江苏联合水务科技股份有限公司","Jiangsu United Water Technology Co.,Ltd.","SSE","CNY","H"
"603296.SH","603296","华勤技术","上海","元器件","hqjs","主板","20230808","邱文生","民营企业","","L","华勤技术股份有限公司","Huaqin Technology Co., Ltd.","SSE","CNY","H"
"603297.SH","603297","永新光学","浙江","元器件","yxgx","主板","20180910","曹其东","外资企业","","L","宁波永新光学股份有限公司","Ningbo Yong Xin Optics Co., Ltd","SSE","CNY","H"
"603298.SH","603298","杭叉集团","浙江","工程机械","hcjt","主板","20161227","","","","L","杭叉集团股份有限公司","Hangcha Group Co.,Ltd","SSE","CNY","H"
"603299.SH","603299","苏盐井神","江苏","食品","syjs","主板","20151231","江苏省政府国有资产监督管理委员会","地方国企","","L","江苏苏盐井神股份有限公司","Jiang Su Suyan Jingshen Co.,Ltd","SSE","CNY","H"
"603300.SH","603300","海南华铁","浙江","多元金融","hnht","主板","20150529","胡丹锋","民营企业","","L","浙江海控南科华铁数智科技股份有限公司","Zhejiang Haikong Nanke Huatie Digital Intelligence & Technology Co.,Ltd","SSE","CNY","H"
"603301.SH","603301","振德医疗","浙江","医疗保健","zdyl","主板","20180412","","","","L","振德医疗用品股份有限公司","Zhende Medical Co., Ltd.","SSE","CNY","H"
"603303.SH","603303","得邦照明","浙江","家用电器","dbzm","主板","20170330","东阳市横店社团经济企业联合会","集体企业","","L","横店集团得邦照明股份有限公司","Hengdian Group Tospo Lighting Co.,Ltd.","SSE","CNY","H"
"603305.SH","603305","旭升集团","浙江","汽车配件","xsjt","主板","20170710","","","","L","宁波旭升集团股份有限公司","Ningbo Xusheng Group Co., Ltd.","SSE","CNY","H"
"603306.SH","603306","华懋科技","福建","汽车配件","hmkj","主板","20140926","赖方静静","外资企业","","L","华懋(厦门)新材料科技股份有限公司","HMT(Xiamen) New Technical Materials Co.,Ltd.","SSE","CNY","H"
"603307.SH","603307","扬州金泉","江苏","文教休闲","yzjq","主板","20230216","林明稳","民营企业","","L","扬州金泉旅游用品股份有限公司","Yangzhou Jinquan Travelling Goods Co., Ltd.","SSE","CNY","N"
"603308.SH","603308","应流股份","安徽","机械基件","ylgf","主板","20140122","","","","L","安徽应流机电股份有限公司","Anhui Yingliu Electromechanical Co.,Ltd","SSE","CNY","H"
"603309.SH","603309","维力医疗","广东","医疗保健","wlyl","主板","20150302","向彬","外资企业","","L","广州维力医疗器械股份有限公司","Well Lead Medical Co., Ltd.","SSE","CNY","N"
"603310.SH","603310","巍华新材","浙江","化工原料","whxc","主板","20240814","吴江伟","民营企业","","L","浙江巍华新材料股份有限公司","Zhejiang Weihua New Material Co., Ltd.","SSE","CNY","N"
"603311.SH","603311","金海高科","浙江","家用电器","jhgk","主板","20150518","","","","L","浙江金海高科股份有限公司","Zhejiang Goldensea Hi-Tech Co., Ltd","SSE","CNY","N"
"603312.SH","603312","西典新能","江苏","电气设备","xdxn","主板","20240111","SHENG JIAN HUA","外资企业","","L","苏州西典新能源电气股份有限公司","Suzhou West Deane New Power Electric Co.,Ltd.","SSE","CNY","H"
"603313.SH","603313","梦百合","江苏","家居用品","mbh","主板","20161013","","","","L","梦百合家居科技股份有限公司","Healthcare Co.,Ltd.","SSE","CNY","N"
"603315.SH","603315","福鞍股份","辽宁","环境保护","fagf","主板","20150424","","","","L","辽宁福鞍重工股份有限公司","Liaoning Fu-An Heavy Industry Co.,Ltd","SSE","CNY","N"
"603316.SH","603316","诚邦股份","浙江","建筑工程","cbgf","主板","20170619","","","","L","诚邦生态环境股份有限公司","Chengbang EcoEnvironment Co.,Ltd.","SSE","CNY","N"
"603317.SH","603317","天味食品","四川","食品","twsp","主板","20190416","","","","L","四川天味食品集团股份有限公司","Sichuan Teway Food Group Co.,Ltd","SSE","CNY","H"
"603318.SH","603318","水发燃气","辽宁","供气供热","sfrq","主板","20150424","山东省人民政府国有资产监督管理委员会","地方国企","","L","水发派思燃气股份有限公司","Shuifa Energas Gas Co., Ltd.","SSE","CNY","N"
"603319.SH","603319","美湖股份","湖南","汽车配件","mhgf","主板","20161130","","","","L","湖南美湖智造股份有限公司","Hunan Meihu Intelligent Manufacturing Co., Ltd.","SSE","CNY","N"
"603320.SH","603320","迪贝电气","浙江","电气设备","dbdq","主板","20170502","","","","L","浙江迪贝电气股份有限公司","Zhejiang Dibay Electric Co.,Ltd.","SSE","CNY","N"
"603321.SH","603321","梅轮电梯","浙江","运输设备","mldt","主板","20170915","","","","L","浙江梅轮电梯股份有限公司","Zhejiang Meilun Elevator Co.,Ltd","SSE","CNY","N"
"603322.SH","603322","超讯通信","广东","通信设备","cxtx","主板","20160728","","","","L","超讯通信股份有限公司","Super Telecom Co.,Ltd","SSE","CNY","H"
"603323.SH","603323","苏农银行","江苏","银行","snyh","主板","20161129","","","","L","江苏苏州农村商业银行股份有限公司","Jiangsu Suzhou Rural Commercial Bank Co.,Ltd","SSE","CNY","H"
"603324.SH","603324","盛剑科技","上海","环境保护","sjkj","主板","20210407","张伟明","民营企业","","L","上海盛剑科技股份有限公司","Shanghai Shengjian Technology Co., Ltd.","SSE","CNY","N"
"603325.SH","603325","博隆技术","上海","化工机械","bljs","主板","20240110","张玲珑","民营企业","","L","上海博隆装备技术股份有限公司","Shanghai Bloom Technology Inc.","SSE","CNY","N"
"603326.SH","603326","我乐家居","江苏","家居用品","wljj","主板","20170616","NINA YANTI MIAO","外资企业","","L","南京我乐家居股份有限公司","Nanjing Olo Home Furnishing Co.,Ltd","SSE","CNY","N"
"603327.SH","603327","福蓉科技","四川","元器件","frkj","主板","20190523","","","","L","四川福蓉科技股份公司","Sichuan Furong Technology Co., Ltd.","SSE","CNY","H"
"603328.SH","603328","依顿电子","广东","元器件","yddz","主板","20140701","李永强","外资企业","","L","广东依顿电子科技股份有限公司","Guangdong Ellington Electronics Technology Co.,Ltd","SSE","CNY","H"
"603329.SH","603329","上海雅仕","上海","仓储物流","shys","主板","20171229","","","","L","上海雅仕投资发展股份有限公司","Shanghai Ace Investment&Development Co., Ltd","SSE","CNY","N"
"603330.SH","603330","天洋新材","上海","塑料","tyxc","主板","20170213","","","","L","天洋新材(上海)科技股份有限公司","Tianyang New Materials(Shanghai)Technology Co., Ltd.","SSE","CNY","N"
"603331.SH","603331","百达精工","浙江","专用机械","bdjg","主板","20170705","施小友","民营企业","","L","浙江百达精工股份有限公司","Zhejiang Baida Precision Manufacturing Corp.","SSE","CNY","N"
"603332.SH","603332","苏州龙杰","江苏","化纤","szlj","主板","20190117","","","","L","苏州龙杰特种纤维股份有限公司","Suzhou Longjie Special Fiber Co.,Ltd.","SSE","CNY","N"
"603333.SH","603333","尚纬股份","四川","电气设备","swgf","主板","20120507","李广胜","民营企业","","L","尚纬股份有限公司","Sunway Co., Ltd.","SSE","CNY","N"
"603335.SH","603335","迪生力","广东","汽车配件","dsl","主板","20170620","","","","L","广东迪生力汽配股份有限公司","Guangdong Dcenti Auto-Parts Stock Limited Company","SSE","CNY","N"
"603336.SH","603336","宏辉果蔬","广东","农业综合","hhgs","主板","20161124","","","","L","宏辉果蔬股份有限公司","Great-Sun Foods Co.,Ltd.","SSE","CNY","N"
"603337.SH","603337","杰克股份","浙江","纺织机械","jkgf","主板","20170119","","","","L","杰克科技股份有限公司","Jack Technology Co., Ltd","SSE","CNY","H"
"603338.SH","603338","浙江鼎力","浙江","工程机械","zjdl","主板","20150325","","","","L","浙江鼎力机械股份有限公司","Zhejiang Dingli Machinery Co.,Ltd","SSE","CNY","H"
"603339.SH","603339","四方科技","江苏","专用机械","sfkj","主板","20160519","","","","L","四方科技集团股份有限公司","Square Technology Group Co., Ltd","SSE","CNY","N"
"603341.SH","603341","龙旗科技","上海","通信设备","lqkj","主板","20240301","杜军红","民营企业","","L","上海龙旗科技股份有限公司","Shanghai Longcheer Technology Co., Ltd.","SSE","CNY","H"
"603344.SH","603344","星德胜","江苏","电气设备","xds","主板","20240320","朱云舫","民营企业","","L","星德胜科技(苏州)股份有限公司","Cinderson Tech (Suzhou) Co., Ltd.","SSE","CNY","N"
"603345.SH","603345","安井食品","福建","食品","ajsp","主板","20170222","","","","L","安井食品集团股份有限公司","Anjoy Foods Group Co.,Ltd.","SSE","CNY","H"
"603348.SH","603348","文灿股份","广东","汽车配件","wcgf","主板","20180426","","","","L","文灿集团股份有限公司","Wencan Group Co.,Ltd.","SSE","CNY","H"
"603350.SH","603350","安乃达","上海","电气设备","and","主板","20240703","黄洪岳","民营企业","","L","安乃达驱动技术(上海)股份有限公司","Ananda Drive Techniques(Shanghai)Co., Ltd.","SSE","CNY","N"
"603351.SH","603351","威尔药业","江苏","化学制药","weyy","主板","20190130","","","","L","南京威尔药业集团股份有限公司","Nanjing Well Pharmaceutical Group Co.,Ltd.","SSE","CNY","N"
"603353.SH","603353","和顺石油","湖南","石油贸易","hssy","主板","20200407","","","","L","湖南和顺石油股份有限公司","Hunan Heshun Petroleum Co.,Ltd.","SSE","CNY","N"
"603355.SH","603355","莱克电气","江苏","家用电器","lkdq","主板","20150513","","","","L","莱克电气股份有限公司","Kingclean Electric Co.,Ltd","SSE","CNY","H"
"603356.SH","603356","华菱精工","安徽","运输设备","hljg","主板","20180124","","","","L","宣城市华菱精工科技股份有限公司","Xuancheng Valin Precision Technology Co.,Ltd.","SSE","CNY","N"
"603357.SH","603357","设计总院","安徽","建筑工程","sjzy","主板","20170801","","","","L","安徽省交通规划设计研究总院股份有限公司","Anhui Transport Consulting & Design Institute Co.,Ltd.","SSE","CNY","H"
"603358.SH","603358","华达科技","江苏","汽车配件","hdkj","主板","20170125","","","","L","华达汽车科技股份有限公司","Huada Automotive Technology Corp.,Ltd","SSE","CNY","H"
"603359.SH","603359","东珠生态","江苏","建筑工程","dzst","主板","20170901","席惠明","民营企业","","L","东珠生态环保股份有限公司","Dongzhu Ecological Environment Protection Co.,Ltd","SSE","CNY","N"
"603360.SH","603360","百傲化学","辽宁","农药化肥","bahx","主板","20170206","刘宪武","民营企业","","L","大连百傲化学股份有限公司","Dalian BIO-CHEM Company Limited","SSE","CNY","H"
"603363.SH","603363","傲农生物","福建","饲料","answ","主板","20170926","","","","L","福建傲农生物科技集团股份有限公司","Fujian Aonong Biological Technology Group Incorporation Limited","SSE","CNY","N"
"603365.SH","603365","水星家纺","上海","纺织","sxjf","主板","20171120","","","","L","上海水星家用纺织品股份有限公司","Shanghai Shuixing Home Textile Co., Ltd","SSE","CNY","N"
"603366.SH","603366","日出东方","江苏","家用电器","rcdf","主板","20120521","","","","L","日出东方控股股份有限公司","Solareast Holdings Co., Ltd.","SSE","CNY","H"
"603367.SH","603367","辰欣药业","山东","化学制药","cxyy","主板","20170929","","","","L","辰欣药业股份有限公司","Cisen Pharmaceutical Co.,Ltd.","SSE","CNY","H"
"603368.SH","603368","柳药集团","广西","医药商业","lyjt","主板","20141204","","","","L","广西柳药集团股份有限公司","Guangxi Liuyao Group Co., Ltd","SSE","CNY","H"
"603369.SH","603369","今世缘","江苏","白酒","jsy","主板","20140703","涟水县人民政府","地方国企","","L","江苏今世缘酒业股份有限公司","Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.","SSE","CNY","H"
"603373.SH","603373","安邦护卫","浙江","仓储物流","abhw","主板","20231220","浙江省人民政府国有资产监督管理委员会","地方国企","","L","安邦护卫集团股份有限公司","Anbang Save-Guard Group Co., Ltd","SSE","CNY","N"
"603375.SH","603375","盛景微","江苏","半导体","sjw","主板","20240124","张永刚","民营企业","","L","无锡盛景微电子股份有限公司","Wuxi Holyview Microelectronics Co.,Ltd.","SSE","CNY","N"
"603377.SH","603377","ST东时","北京","汽车服务","stds","主板","20160205","","","","L","东方时尚驾驶学校股份有限公司","Eastern Pioneer Driving School Co., Ltd.","SSE","CNY","N"
"603378.SH","603378","亚士创能","上海","染料涂料","yscn","主板","20170928","","","","L","亚士创能科技(上海)股份有限公司","Asia Cuanon Technology (ShangHai) Co.,Ltd.","SSE","CNY","N"
"603379.SH","603379","三美股份","浙江","化工原料","smgf","主板","20190402","","","","L","浙江三美化工股份有限公司","Zhejiang Sanmei Chemical Industry Co., Ltd.","SSE","CNY","H"
"603380.SH","603380","易德龙","江苏","元器件","ydl","主板","20170622","","","","L","苏州易德龙科技股份有限公司","Suzhou Etron Technologies Co.,Ltd.","SSE","CNY","N"
"603381.SH","603381","永臻股份","江苏","电气设备","yzgf","主板","20240626","汪献利","民营企业","","L","永臻科技股份有限公司","Yonz Technology Co.,Ltd.","SSE","CNY","N"
"603382.SH","603382","C海阳","江苏","化纤","hykj","主板","20250612","陆信才","民营企业","","L","海阳科技股份有限公司","Haiyang Technology Co., Ltd.","SSE","CNY","N"
"603383.SH","603383","顶点软件","福建","软件服务","ddrj","主板","20170522","","","","L","福建顶点软件股份有限公司","Fujian Apex Software Co.,Ltd","SSE","CNY","H"
"603385.SH","603385","惠达卫浴","河北","家居用品","hdwy","主板","20170405","","","","L","惠达卫浴股份有限公司","Huida Sanitary Ware Co., Ltd","SSE","CNY","N"
"603386.SH","603386","骏亚科技","广东","元器件","jykj","主板","20170912","叶晓彬","外资企业","","L","广东骏亚电子科技股份有限公司","Guangdong Champion Asia Electronics Co.,Ltd.","SSE","CNY","N"
"603387.SH","603387","基蛋生物","江苏","医疗保健","jdsw","主板","20170717","","","","L","基蛋生物科技股份有限公司","Getein Biotech, Inc","SSE","CNY","H"
"603388.SH","603388","*ST元成","浙江","建筑工程","styc","主板","20170324","","","","L","元成环境股份有限公司","Yuancheng Environment Co., Ltd.","SSE","CNY","N"
"603389.SH","603389","*ST亚振","江苏","家居用品","styz","主板","20161215","","","","L","亚振家居股份有限公司","A-Zenith Home Furnishings Co.,Ltd","SSE","CNY","N"
"603390.SH","603390","通达电气","广东","汽车配件","tddq","主板","20191125","","","","L","广州通达汽车电气股份有限公司","Guangzhou Tongda Auto Electric Co., Ltd","SSE","CNY","N"
"603391.SH","603391","力聚热能","浙江","专用机械","ljrn","主板","20240731","何俊南","民营企业","","L","浙江力聚热能装备股份有限公司","Zhejiang Liju Thermal Equipment Co., Ltd.","SSE","CNY","N"
"603392.SH","603392","万泰生物","北京","生物制药","wtsw","主板","20200429","钟睒睒","民营企业","","L","北京万泰生物药业股份有限公司","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.","SSE","CNY","H"
"603393.SH","603393","新天然气","新疆","供气供热","xtrq","主板","20160912","","","","L","新疆鑫泰天然气股份有限公司","Xinjiang Xintai Natural Gas Co.,Ltd.","SSE","CNY","H"
"603395.SH","603395","红四方","安徽","农药化肥","hsf","主板","20241126","中国盐业集团有限公司","中央国企","","L","中盐安徽红四方肥业股份有限公司","CNSIG Anhui Hongsifang Fertilizer Co., Ltd.","SSE","CNY","N"
"603396.SH","603396","金辰股份","辽宁","专用机械","jcgf","主板","20171018","","","","L","营口金辰机械股份有限公司","Yingkou Jinchen Machinery Co., Ltd.","SSE","CNY","H"
"603398.SH","603398","*ST沐邦","江西","电气设备","stmb","主板","20151209","廖志远","民营企业","","L","江西沐邦高科股份有限公司","Mubang High-Tech Co., Ltd.","SSE","CNY","N"
"603399.SH","603399","永杉锂业","辽宁","小金属","ysly","主板","20120824","","","","L","锦州永杉锂业股份有限公司","Jinzhou Yongshan Lithium Co.,Ltd","SSE","CNY","N"
"603408.SH","603408","建霖家居","福建","家居用品","jljj","主板","20200730","吕理镇","外资企业","","L","厦门建霖健康家居股份有限公司","Runner(Xiamen) Corp.","SSE","CNY","H"
"603409.SH","603409","汇通控股","安徽","汽车配件","htkg","主板","20250304","陈王保","民营企业","","L","合肥汇通控股股份有限公司","Hefei Conver Holding Co.,Ltd.","SSE","CNY","N"
"603416.SH","603416","信捷电气","江苏","电器仪表","xjdq","主板","20161221","","","","L","无锡信捷电气股份有限公司","WuXi Xinje Electric Co.,Ltd.","SSE","CNY","H"
"603421.SH","603421","鼎信通讯","山东","通信设备","dxtx","主板","20161011","","","","L","青岛鼎信通讯股份有限公司","Qingdao Topscomm Communication Inc.","SSE","CNY","N"
"603429.SH","603429","集友股份","安徽","广告包装","jygf","主板","20170124","","","","L","安徽集友新材料股份有限公司","Anhui Genuine New Materials Co.,Ltd.","SSE","CNY","N"
"603439.SH","603439","贵州三力","贵州","中成药","gzsl","主板","20200428","张海","民营企业","","L","贵州三力制药股份有限公司","Guizhou Sanli Pharmaceutical Co.,Ltd","SSE","CNY","H"
"603444.SH","603444","吉比特","福建","互联网","jbt","主板","20170104","","","","L","厦门吉比特网络技术股份有限公司","G-Bits Network Technology(Xiamen)Co., Ltd.","SSE","CNY","H"
"603456.SH","603456","九洲药业","浙江","医疗保健","jzyy","主板","20141010","","","","L","浙江九洲药业股份有限公司","Zhejiang Jiuzhou Pharmaceutical Co., Ltd.","SSE","CNY","H"
"603458.SH","603458","勘设股份","贵州","建筑工程","ksgf","主板","20170809","","","","L","贵州省交通规划勘察设计研究院股份有限公司","Guizhou Transportation Planning Survey&Design Academe Co.,Ltd.","SSE","CNY","N"
"603466.SH","603466","风语筑","上海","文教休闲","fyz","主板","20171020","","","","L","上海风语筑文化科技股份有限公司","Shanghai Fengyuzhu Culture Technology Co., Ltd.","SSE","CNY","H"
"603477.SH","603477","巨星农牧","四川","农业综合","jxnm","主板","20171218","","","","L","乐山巨星农牧股份有限公司","Leshan Giantstar Farming&Husbandry Corporation Limited","SSE","CNY","H"
"603486.SH","603486","科沃斯","江苏","家用电器","kws","主板","20180528","","","","L","科沃斯机器人股份有限公司","Ecovacs Robotics Co., Ltd","SSE","CNY","H"
"603488.SH","603488","展鹏科技","江苏","运输设备","zpkj","主板","20170516","金培荣","民营企业","","L","展鹏科技股份有限公司","Flying Technology Co.,Ltd.","SSE","CNY","N"
"603489.SH","603489","八方股份","江苏","电气设备","bfgf","主板","20191111","","","","L","八方电气(苏州)股份有限公司","Bafang Electric( Suzhou) Co.,Ltd.","SSE","CNY","H"
"603496.SH","603496","恒为科技","上海","IT设备","hwkj","主板","20170607","","","","L","恒为科技(上海)股份有限公司","EmbedWay Technologies (Shanghai) Corporation","SSE","CNY","H"
"603499.SH","603499","翔港科技","上海","广告包装","xgkj","主板","20171016","","","","L","上海翔港包装科技股份有限公司","Shanghai Sunglow Packaging Technology Co., Ltd.","SSE","CNY","N"
"603500.SH","603500","祥和实业","浙江","运输设备","xhsy","主板","20170904","","","","L","浙江天台祥和实业股份有限公司","Zhejiang Tiantai Xianghe Industrial Co., Ltd.","SSE","CNY","N"
"603501.SH","603501","韦尔股份","上海","半导体","wegf","主板","20170504","","","","L","豪威集成电路(集团)股份有限公司","OmniVision Integrated Circuits Group, Inc.","SSE","CNY","H"
"603505.SH","603505","金石资源","浙江","化工原料","jszy","主板","20170503","","","","L","金石资源集团股份有限公司","China Kings Resources Group Co., Ltd.","SSE","CNY","H"
"603506.SH","603506","南都物业","浙江","房产服务","ndwy","主板","20180201","","","","L","南都物业服务集团股份有限公司","Nacity Property Service Group Co.,Ltd.","SSE","CNY","N"
"603507.SH","603507","振江股份","江苏","电气设备","zjgf","主板","20171106","","","","L","江苏振江新能源装备股份有限公司","Jiangsu Zhenjiang New Energy Equipment Co., Ltd.","SSE","CNY","N"
"603508.SH","603508","思维列控","河南","IT设备","swlk","主板","20151224","","","","L","河南思维自动化设备股份有限公司","Henan Thinker Automatic Equipment Co., Ltd.","SSE","CNY","H"
"603511.SH","603511","爱慕股份","北京","服饰","amgf","主板","20210531","张荣明","民营企业","","L","爱慕股份有限公司","Aimer Co.,Ltd.","SSE","CNY","N"
"603515.SH","603515","欧普照明","上海","家用电器","opzm","主板","20160819","","","","L","欧普照明股份有限公司","Opple Lighting Co., Ltd","SSE","CNY","H"
"603516.SH","603516","淳中科技","北京","IT设备","czkj","主板","20180202","","","","L","北京淳中科技股份有限公司","Beijing Tricolor Technology Co.,Ltd.","SSE","CNY","H"
"603517.SH","603517","绝味食品","湖南","食品","jwsp","主板","20170317","","","","L","绝味食品股份有限公司","Juewei Food Co., Ltd","SSE","CNY","H"
"603518.SH","603518","锦泓集团","江苏","服饰","jhjt","主板","20141203","","","","L","锦泓时装集团股份有限公司","Jinhong Fashion Group Co.,Ltd.","SSE","CNY","N"
"603519.SH","603519","立霸股份","江苏","家用电器","lbgf","主板","20150319","","","","L","江苏立霸实业股份有限公司","Jiangsu Liba Enterprise Joint-Stock Co.,Ltd","SSE","CNY","N"
"603520.SH","603520","司太立","浙江","化学制药","stl","主板","20160309","","","","L","浙江司太立制药股份有限公司","Zhejiang Starry Pharmaceutical Co., Ltd.","SSE","CNY","N"
"603527.SH","603527","众源新材","安徽","铜","zyxc","主板","20170907","","","","L","安徽众源新材料股份有限公司","Anhui Zhongyuan New Materials Co.,Ltd.","SSE","CNY","N"
"603528.SH","603528","多伦科技","江苏","软件服务","dlkj","主板","20160503","章安强","外资企业","","L","多伦科技股份有限公司","Duolun Technology Corporation Ltd.","SSE","CNY","H"
"603529.SH","603529","爱玛科技","天津","摩托车","amkj","主板","20210615","张剑","民营企业","","L","爱玛科技集团股份有限公司","Aima Technology Group Co.,Ltd.","SSE","CNY","H"
"603530.SH","603530","神马电力","江苏","电气设备","smdl","主板","20190805","","","","L","江苏神马电力股份有限公司","Jiangsu Shemar Electric Co.,Ltd","SSE","CNY","H"
"603533.SH","603533","掌阅科技","北京","互联网","zykj","主板","20170921","","","","L","掌阅科技股份有限公司","IReader Technology Co., Ltd.","SSE","CNY","H"
"603535.SH","603535","嘉诚国际","广东","仓储物流","jcgj","主板","20170808","","","","L","广州市嘉诚国际物流股份有限公司","Guangzhou Jiacheng International Logistics Co.,Ltd.","SSE","CNY","N"
"603536.SH","603536","惠发食品","山东","食品","hfsp","主板","20170613","","","","L","山东惠发食品股份有限公司","Shandong Huifa Foodstuff Co.,Ltd.","SSE","CNY","N"
"603538.SH","603538","美诺华","浙江","化学制药","mnh","主板","20170407","","","","L","宁波美诺华药业股份有限公司","Ningbo Menovo Pharmaceutical Co., Ltd.","SSE","CNY","N"
"603551.SH","603551","奥普科技","浙江","家居用品","apkj","主板","20200115","Fang James","外资企业","","L","奥普智能科技股份有限公司","AUPU Intelligent Technology Corporation Limited","SSE","CNY","N"
"603556.SH","603556","海兴电力","浙江","电器仪表","hxdl","主板","20161110","周良璋","民营企业","","L","杭州海兴电力科技股份有限公司","Hexing Electrical Co.,Ltd.","SSE","CNY","H"
"603557.SH","603557","ST起步","浙江","服饰","stqb","主板","20170818","章利民","外资企业","","L","起步股份有限公司","Qibu Corporation Limited","SSE","CNY","N"
"603558.SH","603558","健盛集团","浙江","纺织","jsjt","主板","20150127","","","","L","浙江健盛集团股份有限公司","Zhejiang Jasan Holding Group Co.,Ltd.","SSE","CNY","N"
"603559.SH","603559","*ST通脉","吉林","通信设备","sttm","主板","20161202","王世超","民营企业","","L","中通国脉通信股份有限公司","Zhongtongguomai Communication Co.,Ltd.","SSE","CNY","N"
"603565.SH","603565","中谷物流","上海","水运","zgwl","主板","20200925","","","","L","上海中谷物流股份有限公司","Shanghai Zhonggu Logistics Co., Ltd.","SSE","CNY","H"
"603566.SH","603566","普莱柯","河南","农业综合","plk","主板","20150518","","","","L","普莱柯生物工程股份有限公司","Pulike Biological Engineering,Inc.","SSE","CNY","H"
"603567.SH","603567","珍宝岛","黑龙江","中成药","zbd","主板","20150424","方同华","民营企业","","L","黑龙江珍宝岛药业股份有限公司","Heilongjiang ZBD Pharmaceutical Co.,Ltd.","SSE","CNY","H"
"603568.SH","603568","伟明环保","浙江","环境保护","wmhb","主板","20150528","","","","L","浙江伟明环保股份有限公司","Zhejiang Weiming Environment Protection Co.,Ltd.","SSE","CNY","H"
"603569.SH","603569","长久物流","北京","公路","cjwl","主板","20160810","","","","L","北京长久物流股份有限公司","Beijing Changjiu Logistics Corp.","SSE","CNY","H"
"603577.SH","603577","汇金通","山东","电气设备","hjt","主板","20161222","韩敬远","民营企业","","L","青岛汇金通电力设备股份有限公司","Qingdao Huijintong Power Equipment Co.,Ltd.","SSE","CNY","N"
"603578.SH","603578","三星新材","浙江","家用电器","sxxc","主板","20170306","","","","L","浙江三星新材股份有限公司","Zhejiang Three Stars New Materials Co.,Ltd.","SSE","CNY","N"
"603579.SH","603579","荣泰健康","上海","家用电器","rtjk","主板","20170111","","","","L","上海荣泰健康科技股份有限公司","Shanghai Rongtai Health Technology Corporation Limited","SSE","CNY","N"
"603580.SH","603580","*ST艾艾","上海","塑料","staa","主板","20170525","","","","L","艾艾精密工业输送系统(上海)股份有限公司","AA Industrial Belting (Shanghai) Co., Ltd","SSE","CNY","N"
